Connectors,PN,Source,Note
1,A-2004-2-4-LPS-N-R‎,digikey
2,A-2004-2-4-LPS-N-R‎,digikey
3,‎0347930041‎,digikey
4,‎A-2004-2-4-LPS-N-R‎,digikey
5,OBD2,aliexpress/alibaba,similar to http://tiny.cc/hjoltz
